,CHUNK_CANDIDATE_ID,CHUNK_FINISH,CHUNK_ID,CHUNK_LEN,CHUNK_START
99,24,25,18,25,0
100,24,25,18,25,0
101,24,25,18,25,0
102,24,25,18,25,0
103,24,25,18,25,0
104,24,25,18,25,0
105,24,25,18,25,0
106,24,25,18,25,0
107,24,25,18,25,0
108,24,25,18,25,0
109,24,25,18,25,0
110,24,25,18,25,0
111,24,25,18,25,0
112,24,25,18,25,0
113,24,25,18,25,0
114,24,25,18,25,0
115,24,25,18,25,0
116,24,25,18,25,0
117,24,25,18,25,0
118,24,25,18,25,0
119,24,25,18,25,0
120,24,25,18,25,0
121,24,25,18,25,0
122,24,25,18,25,0
123,24,25,18,25,0
124,526,27,19,2,25
125,526,27,19,2,25
126,540,28,20,1,27
127,549,32,21,4,28
128,549,32,21,4,28
129,549,32,21,4,28
130,549,32,21,4,28
131,560,33,22,1,32
132,0,1,23,1,0
133,8,2,24,1,1
134,15,3,25,1,2
135,21,4,26,1,3
136,29,8,27,4,4
137,29,8,27,4,4
138,29,8,27,4,4
139,29,8,27,4,4
140,4,5,28,5,0
141,4,5,28,5,0
142,4,5,28,5,0
143,4,5,28,5,0
144,4,5,28,5,0
145,55,6,29,1,5
146,63,7,30,1,6
147,74,12,31,5,7
148,74,12,31,5,7
149,74,12,31,5,7
150,74,12,31,5,7
151,74,12,31,5,7
152,90,13,32,1,12
153,0,1,33,1,0
154,13,2,34,1,1
155,25,3,35,1,2
156,36,4,36,1,3
157,54,13,37,9,4
158,54,13,37,9,4
159,54,13,37,9,4
160,54,13,37,9,4
161,54,13,37,9,4
162,54,13,37,9,4
163,54,13,37,9,4
164,54,13,37,9,4
165,54,13,37,9,4
166,5,6,38,6,0
167,5,6,38,6,0
168,5,6,38,6,0
169,5,6,38,6,0
170,5,6,38,6,0
171,5,6,38,6,0
172,64,8,39,2,6
173,64,8,39,2,6
174,76,9,40,1,8
175,83,12,41,3,9
176,83,12,41,3,9
177,83,12,41,3,9
178,90,13,42,1,12
179,0,1,43,1,0
180,20,9,44,8,1
181,20,9,44,8,1
182,20,9,44,8,1
183,20,9,44,8,1
184,20,9,44,8,1
185,20,9,44,8,1
186,20,9,44,8,1
187,20,9,44,8,1
188,81,10,45,1,9
189,85,11,46,1,10
190,88,12,47,1,11
191,90,13,48,1,12
192,7,8,49,8,0
193,7,8,49,8,0
194,7,8,49,8,0
195,7,8,49,8,0
196,7,8,49,8,0
197,7,8,49,8,0
198,7,8,49,8,0
199,7,8,49,8,0
200,100,9,50,1,8
201,113,15,51,6,9
202,113,15,51,6,9
203,113,15,51,6,9
204,113,15,51,6,9
205,113,15,51,6,9
206,113,15,51,6,9
207,135,16,52,1,15
208,0,1,53,1,0
209,6,2,54,1,1
210,11,3,55,1,2
211,15,4,56,1,3
212,19,6,57,2,4
213,19,6,57,2,4
214,4,5,58,5,0
215,4,5,58,5,0
216,4,5,58,5,0
217,4,5,58,5,0
218,4,5,58,5,0
219,76,7,59,2,5
220,76,7,59,2,5
221,98,8,60,1,7
222,110,11,61,3,8
223,110,11,61,3,8
224,110,11,61,3,8
225,132,12,62,1,11
226,141,16,63,4,12
227,141,16,63,4,12
228,141,16,63,4,12
229,141,16,63,4,12
230,152,17,64,1,16
231,6,7,65,7,0
232,6,7,65,7,0
233,6,7,65,7,0
234,6,7,65,7,0
235,6,7,65,7,0
236,6,7,65,7,0
237,6,7,65,7,0
238,77,8,66,1,7
239,88,13,67,5,8
240,88,13,67,5,8
241,88,13,67,5,8
242,88,13,67,5,8
243,88,13,67,5,8
244,104,14,68,1,13
245,1,2,69,2,0
246,1,2,69,2,0
247,41,3,70,1,2
248,73,17,71,14,3
249,73,17,71,14,3
250,73,17,71,14,3
251,73,17,71,14,3
252,73,17,71,14,3
253,73,17,71,14,3
254,73,17,71,14,3
255,73,17,71,14,3
256,73,17,71,14,3
257,73,17,71,14,3
258,73,17,71,14,3
259,73,17,71,14,3
260,73,17,71,14,3
261,73,17,71,14,3
262,222,19,72,2,17
263,222,19,72,2,17
264,228,20,73,1,19
265,230,21,74,1,20
266,0,1,75,1,0
267,4,2,76,1,1
268,8,4,77,2,2
269,8,4,77,2,2
270,10,11,78,11,0
271,10,11,78,11,0
272,10,11,78,11,0
273,10,11,78,11,0
274,10,11,78,11,0
275,10,11,78,11,0
276,10,11,78,11,0
277,10,11,78,11,0
278,10,11,78,11,0
279,10,11,78,11,0
280,10,11,78,11,0
281,198,12,79,1,11
282,210,13,80,1,12
283,221,14,81,1,13
284,231,15,82,1,14
285,242,18,83,3,15
286,242,18,83,3,15
287,242,18,83,3,15
288,261,19,84,1,18
289,268,22,85,3,19
290,268,22,85,3,19
291,268,22,85,3,19
292,275,23,86,1,22
293,4,5,87,5,0
294,4,5,87,5,0
295,4,5,87,5,0
296,4,5,87,5,0
297,4,5,87,5,0
298,60,6,88,1,5
299,70,8,89,2,6
300,70,8,89,2,6
301,84,9,90,1,8
302,93,13,91,4,9
303,93,13,91,4,9
304,93,13,91,4,9
305,93,13,91,4,9
306,104,14,92,1,13
307,5,6,93,6,0
308,5,6,93,6,0
309,5,6,93,6,0
310,5,6,93,6,0
311,5,6,93,6,0
312,5,6,93,6,0
313,51,7,94,1,6
314,56,8,95,1,7
315,61,10,96,2,8
316,61,10,96,2,8
317,65,11,97,1,10
318,1,2,98,2,0
319,1,2,98,2,0
320,45,3,99,1,2
321,66,4,100,1,3
322,103,22,101,18,4
323,103,22,101,18,4
324,103,22,101,18,4
325,103,22,101,18,4
326,103,22,101,18,4
327,103,22,101,18,4
328,103,22,101,18,4
329,103,22,101,18,4
330,103,22,101,18,4
331,103,22,101,18,4
332,103,22,101,18,4
333,103,22,101,18,4
334,103,22,101,18,4
335,103,22,101,18,4
336,103,22,101,18,4
337,103,22,101,18,4
338,103,22,101,18,4
339,103,22,101,18,4
340,275,23,102,1,22
341,7,8,103,8,0
342,7,8,103,8,0
343,7,8,103,8,0
344,7,8,103,8,0
345,7,8,103,8,0
346,7,8,103,8,0
347,7,8,103,8,0
348,7,8,103,8,0
349,140,9,104,1,8
350,153,10,105,1,9
351,167,13,106,3,10
352,167,13,106,3,10
353,167,13,106,3,10
354,202,21,107,8,13
355,202,21,107,8,13
356,202,21,107,8,13
357,202,21,107,8,13
358,202,21,107,8,13
359,202,21,107,8,13
360,202,21,107,8,13
361,202,21,107,8,13
362,13,14,108,14,0
363,13,14,108,14,0
364,13,14,108,14,0
365,13,14,108,14,0
366,13,14,108,14,0
367,13,14,108,14,0
368,13,14,108,14,0
369,13,14,108,14,0
370,13,14,108,14,0
371,13,14,108,14,0
372,13,14,108,14,0
373,13,14,108,14,0
374,13,14,108,14,0
375,13,14,108,14,0
376,203,15,109,1,14
377,210,16,110,1,15
378,218,19,111,3,16
379,218,19,111,3,16
380,218,19,111,3,16
381,229,21,112,2,19
382,229,21,112,2,19
383,6,7,113,7,0
384,6,7,113,7,0
385,6,7,113,7,0
386,6,7,113,7,0
387,6,7,113,7,0
388,6,7,113,7,0
389,6,7,113,7,0
390,85,9,114,2,7
391,85,9,114,2,7
392,99,10,115,1,9
393,105,11,116,1,10
394,110,12,117,1,11
395,115,14,118,2,12
396,115,14,118,2,12
397,119,15,119,1,14
398,2,3,120,3,0
399,2,3,120,3,0
400,2,3,120,3,0
401,66,4,121,1,3
402,87,6,122,2,4
403,87,6,122,2,4
404,123,7,123,1,6
405,140,8,124,1,7
406,159,12,125,4,8
407,159,12,125,4,8
408,159,12,125,4,8
409,159,12,125,4,8
410,220,23,126,11,12
411,220,23,126,11,12
412,220,23,126,11,12
413,220,23,126,11,12
414,220,23,126,11,12
415,220,23,126,11,12
416,220,23,126,11,12
417,220,23,126,11,12
418,220,23,126,11,12
419,220,23,126,11,12
420,220,23,126,11,12
421,11,12,127,12,0
422,11,12,127,12,0
423,11,12,127,12,0
424,11,12,127,12,0
425,11,12,127,12,0
426,11,12,127,12,0
427,11,12,127,12,0
428,11,12,127,12,0
429,11,12,127,12,0
430,11,12,127,12,0
431,11,12,127,12,0
432,11,12,127,12,0
433,210,13,128,1,12
434,221,14,129,1,13
435,235,19,130,5,14
436,235,19,130,5,14
437,235,19,130,5,14
438,235,19,130,5,14
439,235,19,130,5,14
440,268,22,131,3,19
441,268,22,131,3,19
442,268,22,131,3,19
443,275,23,132,1,22
444,8,9,133,9,0
445,8,9,133,9,0
446,8,9,133,9,0
447,8,9,133,9,0
448,8,9,133,9,0
449,8,9,133,9,0
450,8,9,133,9,0
451,8,9,133,9,0
452,8,9,133,9,0
453,126,10,134,1,9
454,135,11,135,1,10
455,144,13,136,2,11
456,144,13,136,2,11
457,159,17,137,4,13
458,159,17,137,4,13
459,159,17,137,4,13
460,159,17,137,4,13
461,170,18,138,1,17
462,12,13,139,13,0
463,12,13,139,13,0
464,12,13,139,13,0
465,12,13,139,13,0
466,12,13,139,13,0
467,12,13,139,13,0
468,12,13,139,13,0
469,12,13,139,13,0
470,12,13,139,13,0
471,12,13,139,13,0
472,12,13,139,13,0
473,12,13,139,13,0
474,12,13,139,13,0
475,156,14,140,1,13
476,163,17,141,3,14
477,163,17,141,3,14
478,163,17,141,3,14
479,170,18,142,1,17
480,4,5,143,5,0
481,4,5,143,5,0
482,4,5,143,5,0
483,4,5,143,5,0
484,4,5,143,5,0
485,40,6,144,1,5
486,45,7,145,1,6
487,50,9,146,2,7
488,50,9,146,2,7
489,54,10,147,1,9
490,7,8,148,8,0
491,7,8,148,8,0
492,7,8,148,8,0
493,7,8,148,8,0
494,7,8,148,8,0
495,7,8,148,8,0
496,7,8,148,8,0
497,7,8,148,8,0
498,100,9,149,1,8
499,108,10,150,1,9
500,116,12,151,2,10
501,116,12,151,2,10
502,128,15,152,3,12
503,128,15,152,3,12
504,128,15,152,3,12
505,135,16,153,1,15
506,1,2,154,2,0
507,1,2,154,2,0
508,29,3,155,1,2
509,42,4,156,1,3
510,63,14,157,10,4
511,63,14,157,10,4
512,63,14,157,10,4
513,63,14,157,10,4
514,63,14,157,10,4
515,63,14,157,10,4
516,63,14,157,10,4
517,63,14,157,10,4
518,63,14,157,10,4
519,63,14,157,10,4
520,119,15,158,1,14
521,9,10,159,10,0
522,9,10,159,10,0
523,9,10,159,10,0
524,9,10,159,10,0
525,9,10,159,10,0
526,9,10,159,10,0
527,9,10,159,10,0
528,9,10,159,10,0
529,9,10,159,10,0
530,9,10,159,10,0
531,165,11,160,1,10
532,176,12,161,1,11
533,193,20,162,8,12
534,193,20,162,8,12
535,193,20,162,8,12
536,193,20,162,8,12
537,193,20,162,8,12
538,193,20,162,8,12
539,193,20,162,8,12
540,193,20,162,8,12
541,230,21,163,1,20
542,2,3,164,3,0
543,2,3,164,3,0
544,2,3,164,3,0
545,99,4,165,1,3
546,138,13,166,9,4
547,138,13,166,9,4
548,138,13,166,9,4
549,138,13,166,9,4
550,138,13,166,9,4
551,138,13,166,9,4
552,138,13,166,9,4
553,138,13,166,9,4
554,138,13,166,9,4
555,364,14,167,1,13
556,403,33,168,19,14
557,403,33,168,19,14
558,403,33,168,19,14
559,403,33,168,19,14
560,403,33,168,19,14
561,403,33,168,19,14
562,403,33,168,19,14
563,403,33,168,19,14
564,403,33,168,19,14
565,403,33,168,19,14
566,403,33,168,19,14
567,403,33,168,19,14
568,403,33,168,19,14
569,403,33,168,19,14
570,403,33,168,19,14
571,403,33,168,19,14
572,403,33,168,19,14
573,403,33,168,19,14
574,403,33,168,19,14
575,594,34,169,1,33
576,19,20,170,20,0
577,19,20,170,20,0
578,19,20,170,20,0
579,19,20,170,20,0
580,19,20,170,20,0
581,19,20,170,20,0
582,19,20,170,20,0
583,19,20,170,20,0
584,19,20,170,20,0
585,19,20,170,20,0
586,19,20,170,20,0
587,19,20,170,20,0
588,19,20,170,20,0
589,19,20,170,20,0
590,19,20,170,20,0
591,19,20,170,20,0
592,19,20,170,20,0
593,19,20,170,20,0
594,19,20,170,20,0
595,19,20,170,20,0
596,490,21,171,1,20
597,515,33,172,12,21
598,515,33,172,12,21
599,515,33,172,12,21
600,515,33,172,12,21
601,515,33,172,12,21
602,515,33,172,12,21
603,515,33,172,12,21
604,515,33,172,12,21
605,515,33,172,12,21
606,515,33,172,12,21
607,515,33,172,12,21
608,515,33,172,12,21
609,594,34,173,1,33
610,26,27,174,27,0
611,26,27,174,27,0
612,26,27,174,27,0
613,26,27,174,27,0
614,26,27,174,27,0
615,26,27,174,27,0
616,26,27,174,27,0
617,26,27,174,27,0
618,26,27,174,27,0
619,26,27,174,27,0
620,26,27,174,27,0
621,26,27,174,27,0
622,26,27,174,27,0
623,26,27,174,27,0
624,26,27,174,27,0
625,26,27,174,27,0
626,26,27,174,27,0
627,26,27,174,27,0
628,26,27,174,27,0
629,26,27,174,27,0
630,26,27,174,27,0
631,26,27,174,27,0
632,26,27,174,27,0
633,26,27,174,27,0
634,26,27,174,27,0
635,26,27,174,27,0
636,26,27,174,27,0
637,567,28,175,1,27
638,575,30,176,2,28
639,575,30,176,2,28
640,587,33,177,3,30
641,587,33,177,3,30
642,587,33,177,3,30
643,594,34,178,1,33
644,9,10,179,10,0
645,9,10,179,10,0
646,9,10,179,10,0
647,9,10,179,10,0
648,9,10,179,10,0
649,9,10,179,10,0
650,9,10,179,10,0
651,9,10,179,10,0
652,9,10,179,10,0
653,9,10,179,10,0
654,265,11,180,1,10
655,286,12,181,1,11
656,323,30,182,18,12
657,323,30,182,18,12
658,323,30,182,18,12
659,323,30,182,18,12
660,323,30,182,18,12
661,323,30,182,18,12
662,323,30,182,18,12
663,323,30,182,18,12
664,323,30,182,18,12
665,323,30,182,18,12
666,323,30,182,18,12
667,323,30,182,18,12
668,323,30,182,18,12
669,323,30,182,18,12
670,323,30,182,18,12
671,323,30,182,18,12
672,323,30,182,18,12
673,323,30,182,18,12
674,495,31,183,1,30
675,12,13,184,13,0
676,12,13,184,13,0
677,12,13,184,13,0
678,12,13,184,13,0
679,12,13,184,13,0
680,12,13,184,13,0
681,12,13,184,13,0
682,12,13,184,13,0
683,12,13,184,13,0
684,12,13,184,13,0
685,12,13,184,13,0
686,12,13,184,13,0
687,12,13,184,13,0
688,331,20,185,7,13
689,331,20,185,7,13
690,331,20,185,7,13
691,331,20,185,7,13
692,331,20,185,7,13
693,331,20,185,7,13
694,331,20,185,7,13
695,430,21,186,1,20
696,441,22,187,1,21
697,451,23,188,1,22
698,461,25,189,2,23
699,461,25,189,2,23
700,479,30,190,5,25
701,479,30,190,5,25
702,479,30,190,5,25
703,479,30,190,5,25
704,479,30,190,5,25
705,495,31,191,1,30
706,18,19,192,19,0
707,18,19,192,19,0
708,18,19,192,19,0
709,18,19,192,19,0
710,18,19,192,19,0
711,18,19,192,19,0
712,18,19,192,19,0
713,18,19,192,19,0
714,18,19,192,19,0
715,18,19,192,19,0
716,18,19,192,19,0
717,18,19,192,19,0
718,18,19,192,19,0
719,18,19,192,19,0
720,18,19,192,19,0
721,18,19,192,19,0
722,18,19,192,19,0
723,18,19,192,19,0
724,18,19,192,19,0
725,418,20,193,1,19
726,435,26,194,6,20
727,435,26,194,6,20
728,435,26,194,6,20
729,435,26,194,6,20
730,435,26,194,6,20
731,435,26,194,6,20
732,481,27,195,1,26
733,486,28,196,1,27
734,491,30,197,2,28
735,491,30,197,2,28
736,495,31,198,1,30
737,5,6,199,6,0
738,5,6,199,6,0
739,5,6,199,6,0
740,5,6,199,6,0
741,5,6,199,6,0
742,5,6,199,6,0
743,69,7,200,1,6
744,79,10,201,3,7
745,79,10,201,3,7
746,79,10,201,3,7
747,97,13,202,3,10
748,97,13,202,3,10
749,97,13,202,3,10
750,104,14,203,1,13
751,0,1,204,1,0
752,28,2,205,1,1
753,55,3,206,1,2
754,90,13,207,10,3
755,90,13,207,10,3
756,90,13,207,10,3
757,90,13,207,10,3
758,90,13,207,10,3
759,90,13,207,10,3
760,90,13,207,10,3
761,90,13,207,10,3
762,90,13,207,10,3
763,90,13,207,10,3
764,300,28,208,15,13
765,300,28,208,15,13
766,300,28,208,15,13
767,300,28,208,15,13
768,300,28,208,15,13
769,300,28,208,15,13
770,300,28,208,15,13
771,300,28,208,15,13
772,300,28,208,15,13
773,300,28,208,15,13
774,300,28,208,15,13
775,300,28,208,15,13
776,300,28,208,15,13
777,300,28,208,15,13
778,300,28,208,15,13
779,12,13,209,13,0
780,12,13,209,13,0
781,12,13,209,13,0
782,12,13,209,13,0
783,12,13,209,13,0
784,12,13,209,13,0
785,12,13,209,13,0
786,12,13,209,13,0
787,12,13,209,13,0
788,12,13,209,13,0
789,12,13,209,13,0
790,12,13,209,13,0
791,12,13,209,13,0
792,286,14,210,1,13
793,302,16,211,2,14
794,302,16,211,2,14
795,328,17,212,1,16
796,340,18,213,1,17
797,355,23,214,5,18
798,355,23,214,5,18
799,355,23,214,5,18
800,355,23,214,5,18
801,355,23,214,5,18
802,395,28,215,5,23
803,395,28,215,5,23
804,395,28,215,5,23
805,395,28,215,5,23
806,395,28,215,5,23
807,8,9,216,9,0
808,8,9,216,9,0
809,8,9,216,9,0
810,8,9,216,9,0
811,8,9,216,9,0
812,8,9,216,9,0
813,8,9,216,9,0
814,8,9,216,9,0
815,8,9,216,9,0
816,306,10,217,1,9
817,338,14,218,4,10
818,338,14,218,4,10
819,338,14,218,4,10
820,338,14,218,4,10
821,464,38,219,24,14
822,464,38,219,24,14
823,464,38,219,24,14
824,464,38,219,24,14
825,464,38,219,24,14
826,464,38,219,24,14
827,464,38,219,24,14
828,464,38,219,24,14
829,464,38,219,24,14
830,464,38,219,24,14
831,464,38,219,24,14
832,464,38,219,24,14
833,464,38,219,24,14
834,464,38,219,24,14
835,464,38,219,24,14
836,464,38,219,24,14
837,464,38,219,24,14
838,464,38,219,24,14
839,464,38,219,24,14
840,464,38,219,24,14
841,464,38,219,24,14
842,464,38,219,24,14
843,464,38,219,24,14
844,464,38,219,24,14
845,0,1,220,1,0
846,38,2,221,1,1
847,86,14,222,12,2
848,86,14,222,12,2
849,86,14,222,12,2
850,86,14,222,12,2
851,86,14,222,12,2
852,86,14,222,12,2
853,86,14,222,12,2
854,86,14,222,12,2
855,86,14,222,12,2
856,86,14,222,12,2
857,86,14,222,12,2
858,86,14,222,12,2
859,441,15,223,1,14
860,466,17,224,2,15
861,466,17,224,2,15
862,510,18,225,1,17
863,533,21,226,3,18
864,533,21,226,3,18
865,533,21,226,3,18
866,592,26,227,5,21
867,592,26,227,5,21
868,592,26,227,5,21
869,592,26,227,5,21
870,592,26,227,5,21
871,663,27,228,1,26
872,684,37,229,10,27
873,684,37,229,10,27
874,684,37,229,10,27
875,684,37,229,10,27
876,684,37,229,10,27
877,684,37,229,10,27
878,684,37,229,10,27
879,684,37,229,10,27
880,684,37,229,10,27
881,684,37,229,10,27
882,740,38,230,1,37
883,14,15,231,15,0
884,14,15,231,15,0
885,14,15,231,15,0
886,14,15,231,15,0
887,14,15,231,15,0
888,14,15,231,15,0
889,14,15,231,15,0
890,14,15,231,15,0
891,14,15,231,15,0
892,14,15,231,15,0
893,14,15,231,15,0
894,14,15,231,15,0
895,14,15,231,15,0
896,14,15,231,15,0
897,14,15,231,15,0
898,466,17,232,2,15
899,466,17,232,2,15
900,519,27,233,10,17
901,519,27,233,10,17
902,519,27,233,10,17
903,519,27,233,10,17
904,519,27,233,10,17
905,519,27,233,10,17
906,519,27,233,10,17
907,519,27,233,10,17
908,519,27,233,10,17
909,519,27,233,10,17
910,675,28,234,1,27
911,689,32,235,4,28
912,689,32,235,4,28
913,689,32,235,4,28
914,689,32,235,4,28
915,724,37,236,5,32
916,724,37,236,5,32
917,724,37,236,5,32
918,724,37,236,5,32
919,724,37,236,5,32
920,740,38,237,1,37
921,1,2,238,2,0
922,1,2,238,2,0
923,49,3,239,1,2
924,79,11,240,8,3
925,79,11,240,8,3
926,79,11,240,8,3
927,79,11,240,8,3
928,79,11,240,8,3
929,79,11,240,8,3
930,79,11,240,8,3
931,79,11,240,8,3
932,233,25,241,14,11
933,233,25,241,14,11
934,233,25,241,14,11
935,233,25,241,14,11
936,233,25,241,14,11
937,233,25,241,14,11
938,233,25,241,14,11
939,233,25,241,14,11
940,233,25,241,14,11
941,233,25,241,14,11
942,233,25,241,14,11
943,233,25,241,14,11
944,233,25,241,14,11
945,233,25,241,14,11
946,11,12,242,12,0
947,11,12,242,12,0
948,11,12,242,12,0
949,11,12,242,12,0
950,11,12,242,12,0
951,11,12,242,12,0
952,11,12,242,12,0
953,11,12,242,12,0
954,11,12,242,12,0
955,11,12,242,12,0
956,11,12,242,12,0
957,11,12,242,12,0
958,236,15,243,3,12
959,236,15,243,3,12
960,236,15,243,3,12
961,271,17,244,2,15
962,271,17,244,2,15
963,289,18,245,1,17
964,297,19,246,1,18
965,308,24,247,5,19
966,308,24,247,5,19
967,308,24,247,5,19
968,308,24,247,5,19
969,308,24,247,5,19
970,324,25,248,1,24
971,0,1,249,1,0
972,67,34,250,33,1
973,67,34,250,33,1
974,67,34,250,33,1
975,67,34,250,33,1
976,67,34,250,33,1
977,67,34,250,33,1
978,67,34,250,33,1
979,67,34,250,33,1
980,67,34,250,33,1
981,67,34,250,33,1
982,67,34,250,33,1
983,67,34,250,33,1
984,67,34,250,33,1
985,67,34,250,33,1
986,67,34,250,33,1
987,67,34,250,33,1
988,67,34,250,33,1
989,67,34,250,33,1
990,67,34,250,33,1
991,67,34,250,33,1
992,67,34,250,33,1
993,67,34,250,33,1
994,67,34,250,33,1
995,67,34,250,33,1
996,67,34,250,33,1
997,67,34,250,33,1
998,67,34,250,33,1
999,67,34,250,33,1
1000,67,34,250,33,1
1001,67,34,250,33,1
1002,67,34,250,33,1
1003,67,34,250,33,1
1004,67,34,250,33,1
1005,629,35,251,1,34
1006,9,10,252,10,0
1007,9,10,252,10,0
1008,9,10,252,10,0
1009,9,10,252,10,0
1010,9,10,252,10,0
1011,9,10,252,10,0
1012,9,10,252,10,0
1013,9,10,252,10,0
1014,9,10,252,10,0
1015,9,10,252,10,0
1016,305,11,253,1,10
1017,330,12,254,1,11
1018,363,22,255,10,12
1019,363,22,255,10,12
1020,363,22,255,10,12
1021,363,22,255,10,12
1022,363,22,255,10,12
1023,363,22,255,10,12
1024,363,22,255,10,12
1025,363,22,255,10,12
1026,363,22,255,10,12
1027,363,22,255,10,12
1028,550,34,256,12,22
1029,550,34,256,12,22
1030,550,34,256,12,22
1031,550,34,256,12,22
1032,550,34,256,12,22
1033,550,34,256,12,22
1034,550,34,256,12,22
1035,550,34,256,12,22
1036,550,34,256,12,22
1037,550,34,256,12,22
1038,550,34,256,12,22
1039,550,34,256,12,22
1040,629,35,257,1,34
1041,0,1,258,1,0
1042,7,2,259,1,1
1043,13,3,260,1,2
1044,20,6,261,3,3
1045,20,6,261,3,3
1046,20,6,261,3,3
1047,27,7,262,1,6
1048,2,3,263,3,0
1049,2,3,263,3,0
1050,2,3,263,3,0
1051,18,4,264,1,3
1052,22,5,265,1,4
1053,25,6,266,1,5
1054,27,7,267,1,6
1055,0,1,268,1,0
1056,14,2,269,1,1
1057,28,4,270,2,2
1058,28,4,270,2,2
1059,58,13,271,9,4
1060,58,13,271,9,4
1061,58,13,271,9,4
1062,58,13,271,9,4
1063,58,13,271,9,4
1064,58,13,271,9,4
1065,58,13,271,9,4
1066,58,13,271,9,4
1067,58,13,271,9,4
1068,104,14,272,1,13
1069,4,5,273,5,0
1070,4,5,273,5,0
1071,4,5,273,5,0
1072,4,5,273,5,0
1073,4,5,273,5,0
1074,60,6,274,1,5
1075,75,13,275,7,6
1076,75,13,275,7,6
1077,75,13,275,7,6
1078,75,13,275,7,6
1079,75,13,275,7,6
1080,75,13,275,7,6
1081,75,13,275,7,6
1082,104,14,276,1,13
1083,5,6,277,6,0
1084,5,6,277,6,0
1085,5,6,277,6,0
1086,5,6,277,6,0
1087,5,6,277,6,0
1088,5,6,277,6,0
1089,69,7,278,1,6
1090,77,8,279,1,7
1091,85,10,280,2,8
1092,85,10,280,2,8
1093,97,13,281,3,10
1094,97,13,281,3,10
1095,97,13,281,3,10
1096,104,14,282,1,13
1097,0,1,283,1,0
1098,9,2,284,1,1
1099,17,3,285,1,2
1100,24,4,286,1,3
1101,33,8,287,4,4
1102,33,8,287,4,4
1103,33,8,287,4,4
1104,33,8,287,4,4
1105,44,9,288,1,8
1106,0,1,289,1,0
1107,12,5,290,4,1
1108,12,5,290,4,1
1109,12,5,290,4,1
1110,12,5,290,4,1
1111,35,6,291,1,5
1112,39,7,292,1,6
1113,42,8,293,1,7
1114,44,9,294,1,8
1115,0,1,295,1,0
1116,16,3,296,2,1
1117,16,3,296,2,1
1118,42,4,297,1,3
1119,55,6,298,2,4
1120,55,6,298,2,4
1121,75,7,299,1,6
1122,90,14,300,7,7
1123,90,14,300,7,7
1124,90,14,300,7,7
1125,90,14,300,7,7
1126,90,14,300,7,7
1127,90,14,300,7,7
1128,90,14,300,7,7
1129,119,15,301,1,14
1130,2,3,302,3,0
1131,2,3,302,3,0
1132,2,3,302,3,0
1133,45,4,303,1,3
1134,61,8,304,4,4
1135,61,8,304,4,4
1136,61,8,304,4,4
1137,61,8,304,4,4
1138,107,16,305,8,8
1139,107,16,305,8,8
1140,107,16,305,8,8
1141,107,16,305,8,8
1142,107,16,305,8,8
1143,107,16,305,8,8
1144,107,16,305,8,8
